interval,time
60,4.6569787909975275
60,4.3093654999975115
60,1.244190500001423
60,1.6022302500205114
60,1.64942912501283
60,1.424724292010069
60,1.515964791062288
60,1.4139019580325112
60,1.2536669579567388
60,1.473212374956347
60,1.9565327919553965
60,1.5584520420525223
60,1.623196208034642
60,1.4298170419642702
60,1.6095535419881344
60,1.4263590830378234
60,1.5100461250403896
60,1.1791063329437748
60,1.5058061250019819
60,1.201939249993302
60,1.6931120000081137
60,1.1936319160740823
60,1.4779280830407515
60,1.4157722080126405
60,1.487815957982093
60,1.211401625070721
60,1.2418759160209447
60,1.4303192920051515
60,1.6202932500746101
60,1.4256422499893233
60,1.4771298749838024
60,1.1893177920719609
60,1.4881791250081733
60,1.9427121250191703
60,1.6289910420309752
60,1.4421711670001969
60,1.4613162080058828
60,1.5609510829672217
60,1.4858067500172183
60,1.2511245829518884
60,1.4876720421016216
60,1.55409366695676
60,1.4552617910085246
60,1.5734660000307485
60,1.735934374970384
60,1.5722628330113366
60,1.6282331249676645
60,1.4363885830389336
60,1.8930544999893755
60,1.6080989999463782
60,1.660003958037123
60,1.3670280830701813
60,1.607035749941133
60,1.5600161249749362
60,1.5968506659846753
60,1.6128977499902248
60,1.5965658749919385
60,1.3373999999603257
60,1.5967555830720812
60,1.21135450003203
60,1.624729875009507
60,1.5198817079653963
60,1.4858330419519916
60,1.365832458017394
60,1.4389544170117006
60,1.4316029170295224
60,1.5889349159551784
60,1.5507596670649946
60,1.4563943749526516
60,1.5504552079364657
60,1.4768349999794737
60,1.5457885419018567
60,1.6247225829865783
60,1.5435925000347197
60,1.454551792005077
60,1.4296914159785956
60,1.6138327500084415
60,1.2299100420204923
60,1.2572545839939266
60,1.5589562080567703
60,1.4366423329338431
60,1.3927677500760183
60,1.49445833300706
60,1.3374433330027387
60,1.5923226659651846
60,1.467504792031832
60,1.474224166944623
60,1.4172166249481961
60,1.2676026659319177
60,1.4098852920578793
60,1.6659799999324605
60,1.6012831670232117
60,1.447149125044234
60,1.5581309159751981
60,1.445340457954444
60,1.4309659579303116
60,1.600534625002183
60,1.392873541917652
60,1.4489693749928847
60,2.0981262079440057
60,1.7001703750574961
60,1.4949978329241276
60,1.6625680420547724
60,1.3878112910315394
60,1.5711869581136853
60,1.406404500012286
60,1.5896150000626221
60,1.5538458329392597
60,1.4503147499635816
60,1.3980403749737889
60,1.4702989170327783
60,1.3321011670632288
60,1.4393377500819042
60,1.3952631250722334
60,1.6208880409831181
60,1.442303334013559
60,1.4439808340976015
60,1.4005232920171693
60,1.4422612499911338
60,1.3539606659905985
60,1.6246112500084564
60,1.5324107919586822
60,1.5923118749633431
60,1.5487519999733195
60,1.3891828330233693
60,1.4182992909336463
60,1.4494697920745239
60,1.185842041973956
60,1.5893037499627098
60,1.4041125000221655
60,1.5115074169589207
60,1.3513647080399096
60,1.603476208052598
60,1.4029168749693781
60,1.5932748330524191
60,1.5758055829210207
60,1.6044024580623955
60,1.6504717080388218
60,1.6290107499808073
60,1.4285605830373242
60,3.704752582940273
60,1.557669874979183
60,1.6414225839544088
60,1.5790829580510035
60,1.5952031669439748
60,1.5506080000195652
60,1.5311229589860886
60,1.3910810000961646
60,1.6019015000201762
60,1.5555655000498518
60,1.495680959080346
60,1.535733291064389
60,1.732878707931377
60,1.5394655839772895
60,1.4713930418947712
60,1.4452973330626264
60,1.5936700419988483
60,1.350927707972005
60,1.5796770409215242
60,1.3915778340306133
60,1.5015438749687746
60,1.60506533307489
60,1.5940891250502318
60,1.5381281659938395
60,1.5167109589092433
60,1.4194225409300998
60,1.6038851670455188
60,1.5648038750514388
60,1.4714834589976817
60,1.3409629999659956
60,1.6131709999172017
60,1.3363162919413298
60,1.6137272079940885
60,1.39553554111626
60,1.6295029170578346
60,1.2030792500590906
60,1.5789362500654534
60,1.6415853750659153
60,1.330035459017381
60,1.440997084020637
60,1.9975956249982119
60,1.5864536669105291
60,1.585869583999738
60,1.5912658750312403
60,2.0820179170696065
60,4.44384808302857
60,1.5635232500499114
60,1.818192083039321
60,1.3270354999694973
60,1.647447832976468
60,1.7358842089306563
60,1.6449786660959944
60,1.6243521251017228
60,1.4844107499811798
60,1.5974610419943929
60,1.7486284170299768
60,1.8632707500364631
60,1.7235174590023234
60,1.4213974170852453
60,1.7556456249440089
60,1.637379333958961
60,1.4735577499959618
60,1.4965456249192357
60,1.7393521249759942
60,1.4372419998981059
60,1.7459670420503244
60,1.5722379588987678
60,1.7090518330223858
60,1.3927786659915
60,1.6200242079794407
60,1.6927414159290493
60,1.5106330830603838
60,1.194961000001058
60,1.8032514579826966
60,1.7376073750201613
60,1.8421203340403736
60,1.6349577499786392
60,1.4205015000188723
60,1.4432099160039797
60,1.4561128340428695
60,1.5122802919941023
60,1.538710166933015
60,1.4267992499517277
60,1.6439749579876661
60,1.4056388749741018
60,1.527379999984987
60,1.6687743329675868
60,1.4676050409907475
60,1.4358948750887066
60,1.4991131250280887
60,1.4383567499462515
60,1.682913041091524
60,1.4884302919963375
60,1.6329516250407323
60,1.394768500002101
60,1.577749332995154
60,1.4040785420220345
60,1.6289768749848008
60,1.4840949589852244
60,1.4039830419933423
60,1.6008925829082727
60,1.5078907909337431
60,1.6494699580362067
60,1.5372399999760091
60,1.6298952910583466
60,1.6410979999927804
60,1.7412949999561533
60,1.6096559999277815
60,1.4628041660180315
60,1.6359854170586914
60,1.531590708065778
60,1.6383772500557825
60,1.6425570839783177
60,2.082960042054765
60,1.3827686249278486
60,1.6440937919542193
60,1.4093978749588132
60,1.5507154590450227
60,1.4124656659550965
60,1.4968966250307858
60,1.5016159999649972
60,1.5070376250660047
60,1.4575253329239786
60,1.6105967499315739
60,1.5550494999624789
60,1.7444327920675278
60,1.2151604999089614
60,1.6617644999641925
60,1.559413124807179
60,1.6073491249699146
60,1.4316432918421924
60,1.5343747909646481
60,1.4246339588426054
60,1.6072142499033362
60,1.5757727921009064
60,1.4881179998628795
60,1.1938852078747004
60,1.5077300418633968
60,1.4007736251223832
60,1.5719336669426411
60,1.248995624948293
60,1.5139877090696245
60,1.6339856248814613
60,1.4540717080235481
60,1.6198883750475943
60,1.5414042919874191
60,1.2249725838191807
60,1.485863042064011
60,1.4002545000985265
60,1.4174552918411791
60,1.4327295830007643
60,1.6206681251060218
60,1.678163749864325
60,1.6027711669448763
60,1.4335178749170154
60,1.5267082920763642
60,1.4205157079268247
60,1.4540962919127196
60,1.648125666892156
60,1.4603209169581532
60,1.5136151248589158
60,1.6358869578689337
60,1.5631805418524891
60,1.6075330001767725
60,1.559570417040959
60,1.5087649999186397
60,1.6457022500690073
60,1.5434632091782987
60,1.228038917062804
60,1.49512654193677
60,1.5745964169036597
60,1.2762942090630531
60,1.4939133329316974
60,1.5406358330510557
60,1.3994117078837007
60,3.7195768752135336
60,1.6400495409034193
60,1.5421143339481205
60,1.4099596668966115
60,1.6563051249831915
60,1.5773125409614295
60,1.5485826670192182
60,1.4826235838700086
60,1.487660540966317
60,1.4071392081677914
60,1.5112394578754902
60,1.431523417122662
60,1.4664657500106841
60,1.4982234579510987
60,1.7412958750501275
60,1.540423166938126
60,1.642671207897365
60,1.4314695419743657
60,1.5329120841342956
60,1.3322760411538184
60,1.531950583215803
60,1.4030882499646395
60,1.5709715408738703
60,1.5360272920224816
60,1.5354028749279678
60,1.2182790408842266
60,1.2609036669600755
60,1.5118285829667002
60,1.6336758329998702
60,1.3945772091392428
60,1.446422291919589
60,1.4593033329583704
60,1.5355752920731902
60,1.5332721669692546
60,1.6133756248746067
60,1.4532907090615481
60,1.4417647910304368
60,1.427900625159964
60,1.4715002910234034
60,1.4114757077768445
60,1.5153749999590218
60,1.4390396249946207
60,1.6415699999779463
60,1.4313030422199517
60,1.229285042034462
60,1.530460667097941
60,1.743756625102833
60,1.4162759170867503
60,1.5495986251626164
60,1.634520416148007
60,1.5050154579803348
60,1.5412379999179393
60,1.4734267911408097
60,1.5542095419950783
60,1.4861443750560284
60,1.2311222499702126
60,1.4683295839931816
60,1.2204697499983013
60,1.5394631249364465
60,1.4052697918377817
60,1.5971679580397904
60,1.5961392088793218
60,1.4636547500267625
60,1.4339074578601867
60,1.5101035840343684
60,1.5415797920431942
60,1.461854999884963
60,1.398448625113815
60,1.6081497920677066
60,1.4741057499777526
60,1.5276872080285102
60,1.529545458033681
60,1.6355964590329677
60,1.2270002497825772
60,1.5442641249392182
60,1.4358571670018137
60,1.740088124992326
60,1.4092817909549922
60,1.463876249967143
60,1.5419874999206513
60,1.2881556248757988
60,1.4700459579471499
60,1.7381468329112977
60,1.451917540980503
60,1.4143705829046667
60,1.635986499954015
60,1.3308187909424305
60,1.4196438749786466
60,1.6516830418258905
60,1.4454278331249952
60,1.6345686670392752
60,1.4352947499137372
60,1.7444457081146538
60,1.4146298749838024
60,1.5547662498429418
60,1.4324283748865128
60,1.5330964159220457
60,1.39934975001961
60,1.527667541988194
60,1.4905044578481466
60,1.7365709161385894
60,1.4014858328737319
60,1.459500917000696
60,1.5360182081349194
60,1.9522134580183774
60,1.5317956670187414
60,1.5004658331163228
60,1.5600062501616776
60,1.5105490419082344
60,1.5569818750955164
60,1.7701190828811377
60,1.4678408750332892
60,1.5190857499837875
60,1.392119332915172
60,1.560478915926069
60,1.4179754168726504
60,1.550329916877672
60,1.4349008749704808
60,1.5860440421383828
60,1.4082242499571294
60,1.6188706669490784
60,1.6380668329074979
60,1.6162772080861032
60,1.4501257080119103
60,1.4670003328938037
60,4.270312374923378
60,1.5097826248966157
60,1.454868292203173
60,1.6382300001569092
60,1.5719459170941263
60,1.5027512090746313
60,1.4801960829645395
60,1.453175624832511
60,1.5670922501012683
60,0.10919937491416931
60,1.221591167151928
60,1.4661670001223683
60,1.4171106251887977
60,1.6114877499639988
60,1.4212707919068635
60,1.5550401250366122
60,1.5337542919442058
60,1.5376503749284893
60,1.4434473330620676
60,1.465178166050464
60,1.288217332912609
60,1.5433767919894308
60,1.569322583032772
60,1.6156952078454196
60,1.623599166981876
60,1.7439316250383854
60,1.4407283330801874
60,1.4749235000927001
60,1.5005719170439988
60,1.6125658340752125
60,1.4539896249771118
60,1.4619371669832617
60,1.4158602920360863
60,1.4473012080416083
60,1.7290294170379639
60,1.650155457900837
60,1.628200458129868
60,1.4309252079110593
60,1.4327563338447362
60,1.5365422500763088
60,1.4357619578950107
60,1.6361460420303047
60,1.6366324999835342
60,1.5325310418847948
60,1.5754921671468765
60,1.7118852080311626
60,1.5735749169252813
60,1.70544937485829
60,1.4315498331561685
60,1.3280307499226183
60,1.4283548328094184
60,1.7315309590194374
60,1.441559957806021
60,1.2820884580723941
60,1.4156295000575483
60,1.4958045000676066
60,1.6488745829556137
60,1.5340759579557925
60,1.4319100000429899
60,1.6288824160583317
